City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
664,Mocajuba,BR,80.92,broken clouds,-2.5842,-49.5072,Hotel Saylon Mocajuba
667,Ozu,JP,88.18,broken clouds,33.5,132.55,HOTEL FOREST
669,Rafraf,TN,80.91,clear sky,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
670,Johnson City,US,82.56,clear sky,36.3134,-82.3535,Hampton Inn Johnson City
671,Dubovka,RU,74.35,scattered clouds,49.0583,44.829,Mini-Hotel on Severnaya
672,Wadi Maliz,TN,80.26,clear sky,36.4681,8.5495,Heremony
673,Ishigaki,JP,86.13,scattered clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
674,Fortuna,US,72.93,scattered clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
675,Sibolga,ID,75.13,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
679,Puerto Baquerizo Moreno,EC,72.59,broken clouds,-0.9,-89.6,Hotel los Algarrobos
680,Phan Thiet,VN,77.65,overcast clouds,10.9333,108.1,Hotel Saigon-PT
684,Ponta Delgada,PT,72.32,few clouds,37.7333,-25.6667,Vila Nova Hotel
686,Voh,NC,81.05,scattered clouds,-20.9667,164.7,Le gîte du Koniambo
691,Nakhon Thai,TH,74.37,moderate rain,17.1006,100.8374,อี๊ฟกะแอมป์รีสอร์ท EVEKAAMP Resort
692,Sainte-Rose,GP,79.18,overcast clouds,16.3324,-61.6979,Habitation du Comté - Hotel à Sainte-Rose
694,Fukue,JP,83.64,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
698,Mangalia,RO,74.07,clear sky,43.8,28.5833,Hotel Paradiso
701,Aurora,US,85.6,thunderstorm,39.7294,-104.8319,Best Western Plus Gateway Inn & Suites
704,Xingcheng,CN,77.34,light rain,40.6167,120.7167,New Century Hotel
705,Sao Gabriel Da Cachoeira,BR,79.21,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
707,San Rafael Del Sur,NI,74.37,overcast clouds,11.8485,-86.4384,Hospedaje El Chino
708,Ruston,US,94.82,clear sky,32.5232,-92.6379,Sleep Inn & Suites University
712,Brownsville,US,94.95,few clouds,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
713,Solano,US,89.92,clear sky,38.2333,-121.9511,Westwind Inn
714,Kieta,PG,83.79,light rain,-6.2167,155.6333,Uruna Bay Retreat
721,Davila,PH,80.58,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
722,Galt,US,94.01,clear sky,38.2546,-121.3,Best Western Galt Inn
724,Itoman,JP,84.97,few clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
725,Jacqueville,CI,75.22,clear sky,5.2052,-4.4146,Hotel Le Martin Pecheur
726,Asyut,EG,85.86,scattered clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
729,Westport,US,88.29,overcast clouds,41.1415,-73.3579,The Westport Inn
